<!-- ALREADYCSV -->
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11,22,TOT,NBA,PG,43,3,442,43,115,.374,3,10,.300,40,105,.381,.387,12,21,.571,7,40,47,79,18,2,34,37,101
2010-11,22,HOU,NBA,PG,28,3,329,32,83,.386,3,8,.375,29,75,.387,.404,7,10,.700,6,36,42,64,13,2,26,26,74
2010-11,22,MEM,NBA,PG,15,0,113,11,32,.344,0,2,.000,11,30,.367,.344,5,11,.455,1,4,5,15,5,0,8,11,27
2011-12,23,TOT,NBA,PG,26,1,234,31,81,.383,3,9,.333,28,72,.389,.401,7,10,.700,7,28,35,41,15,2,13,15,72
2011-12,23,GSW,NBA,PG,6,1,63,12,30,.400,2,5,.400,10,25,.400,.433,1,2,.500,2,7,9,9,4,0,1,4,27
2011-12,23,ORL,NBA,PG,20,0,171,19,51,.373,1,4,.250,18,47,.383,.382,6,8,.750,5,21,26,32,11,2,12,11,45
2012-13,24,TOT,NBA,PG,52,3,516,56,159,.352,8,27,.296,48,132,.364,.377,3,7,.429,12,49,61,87,21,9,37,26,123
2012-13,24,ORL,NBA,PG,36,3,378,39,116,.336,4,17,.235,35,99,.354,.353,3,7,.429,11,35,46,57,13,6,27,14,85
2012-13,24,MIL,NBA,PG,16,0,138,17,43,.395,4,10,.400,13,33,.394,.442,0,0,,1,14,15,30,8,3,10,12,38
2013-14,25,PHO,NBA,PG,70,1,1006,119,281,.423,1,23,.043,118,258,.457,.425,22,39,.564,31,98,129,179,49,13,65,66,261
2014-15,26,TOT,NBA,PG,55,14,832,143,367,.390,18,60,.300,125,307,.407,.414,34,57,.596,15,85,100,180,36,6,78,50,338
2014-15,26,OKC,NBA,PG,30,0,155,15,45,.333,1,5,.200,14,40,.350,.344,6,9,.667,5,22,27,28,4,1,9,12,37
2014-15,26,PHI,NBA,PG,25,14,677,128,322,.398,17,55,.309,111,267,.416,.424,28,48,.583,10,63,73,152,32,5,69,38,301
2015-16,27,NOP,NBA,PG,19,3,542,87,209,.416,10,31,.323,77,178,.433,.440,26,35,.743,13,67,80,141,22,6,38,35,210
Career,,,NBA,,265,25,3572,479,1212,.395,43,160,.269,436,1052,.414,.413,104,169,.615,85,367,452,707,161,38,265,229,1105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,PHO,NBA,,70,1,1006,119,281,.423,1,23,.043,118,258,.457,.425,22,39,.564,31,98,129,179,49,13,65,66,261
2 seasons,,ORL,NBA,,56,3,549,58,167,.347,5,21,.238,53,146,.363,.362,9,15,.600,16,56,72,89,24,8,39,25,130
1 season,,OKC,NBA,,30,0,155,15,45,.333,1,5,.200,14,40,.350,.344,6,9,.667,5,22,27,28,4,1,9,12,37
1 season,,HOU,NBA,,28,3,329,32,83,.386,3,8,.375,29,75,.387,.404,7,10,.700,6,36,42,64,13,2,26,26,74
1 season,,PHI,NBA,,25,14,677,128,322,.398,17,55,.309,111,267,.416,.424,28,48,.583,10,63,73,152,32,5,69,38,301
1 season,,NOP,NBA,,19,3,542,87,209,.416,10,31,.323,77,178,.433,.440,26,35,.743,13,67,80,141,22,6,38,35,210
1 season,,MIL,NBA,,16,0,138,17,43,.395,4,10,.400,13,33,.394,.442,0,0,,1,14,15,30,8,3,10,12,38
1 season,,MEM,NBA,,15,0,113,11,32,.344,0,2,.000,11,30,.367,.344,5,11,.455,1,4,5,15,5,0,8,11,27
1 season,,GSW,NBA,,6,1,63,12,30,.400,2,5,.400,10,25,.400,.433,1,2,.500,2,7,9,9,4,0,1,4,27
