<!-- ALREADYCSV -->
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,20,NOH,NBA,SG,61,26,1418,145,390,.372,28,86,.326,117,304,.385,.408,59,108,.546,16,93,109,127,26,9,74,122,377
2013-14,21,NOP,NBA,SG,69,4,1339,192,474,.405,36,99,.364,156,375,.416,.443,110,173,.636,26,103,129,160,45,9,77,134,530
2014-15,22,TOT,NBA,PG-SG,76,5,1563,203,496,.409,39,131,.298,164,365,.449,.449,85,126,.675,27,125,152,155,48,14,65,146,530
2014-15,22,NOP,NBA,SG,35,3,772,86,222,.387,14,50,.280,72,172,.419,.419,53,71,.746,12,56,68,87,18,7,30,65,239
2014-15,22,LAC,NBA,PG,41,2,791,117,274,.427,25,81,.309,92,193,.477,.473,32,55,.582,15,69,84,68,30,7,35,81,291
2015-16,23,LAC,NBA,SG,19,4,463,62,147,.422,12,53,.226,50,94,.532,.463,22,36,.611,9,24,33,20,17,4,16,40,158
Career,,,NBA,,225,39,4783,602,1507,.399,115,369,.312,487,1138,.428,.438,276,443,.623,78,345,423,462,136,36,232,442,1595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,NOHNOP,NBA,,165,33,3529,423,1086,.390,78,235,.332,345,851,.405,.425,222,352,.631,54,252,306,374,89,25,181,321,1146
2 seasons,,LAC,NBA,,60,6,1254,179,421,.425,37,134,.276,142,287,.495,.469,54,91,.593,24,93,117,88,47,11,51,121,449
